1,2,1
1,3,1
1,4,1
1,6,1
1,7,1
1,77,1
1,86,1
2,3,1
2,4,1
2,6,1
2,25,1
2,77,1
2,86,1
2,97,1
2,191,1
2,206,1
2,244,1
3,23,1
3,26,1
3,97,1
3,191,1
3,206,1
3,207,1
3,242,1
3,243,1
3,244,1
4,5,1
4,8,1
4,27,1
4,91,1
4,143,1
4,185,1
4,208,1
4,226,1
5,8,1
5,27,1
5,91,1
5,143,1
5,185,1
5,208,1
5,209,1
5,224,1
5,225,1
5,226,1
6,7,1
6,10,1
6,46,1
6,104,1
6,193,1
6,210,1
6,250,1
7,10,1
7,46,1
7,47,1
7,104,1
7,193,1
7,210,1
7,211,1
7,248,1
7,249,1
7,250,1
8,9,1
8,10,1
8,87,1
8,183,1
8,212,1
8,213,1
8,220,1
9,30,1
9,32,1
9,38,1
9,95,1
11,12,1
11,13,1
11,14,1
11,15,1
11,88,1
11,166,1
12,36,1
12,40,1
12,98,1
12,197,1
13,14,1
13,15,1
13,88,1
13,167,1
14,29,1
14,40,1
14,41,1
14,99,1
14,102,1
15,42,1
15,43,1
15,103,1
15,179,1
15,180,1
16,17,1
16,18,1
16,19,1
16,20,1
16,22,1
16,89,1
16,107,1
16,139,1
17,36,1
17,37,1
17,44,1
17,202,1
18,19,1
18,20,1
18,22,1
18,24,1
18,89,1
18,107,1
18,139,1
18,199,1
19,24,1
19,25,1
19,198,1
19,199,1
20,21,1
20,141,1
21,141,1
22,23,1
22,25,1
22,33,1
22,93,1
22,200,1
23,24,1
23,25,1
23,26,1
23,35,1
23,90,1
23,93,1
23,200,1
23,201,1
24,198,1
25,26,1
25,90,1
25,170,1
25,201,1
26,170,1
27,28,1
27,29,1
27,92,1
27,187,1
27,214,1
27,232,1
28,29,1
28,92,1
28,187,1
28,214,1
28,215,1
28,230,1
28,231,1
28,232,1
29,33,1
29,35,1
29,105,1
29,151,1
30,31,1
30,32,1
30,164,1
31,47,1
31,162,1
31,163,1
32,164,1
33,34,1
33,35,1
33,205,1
34,36,1
34,41,1
34,96,1
34,189,1
34,204,1
34,216,1
34,217,1
34,238,1
35,205,1
36,37,1
36,94,1
36,146,1
36,203,1
38,39,1
38,165,1
39,165,1
42,43,1
42,171,1
42,196,1
43,171,1
43,196,1
44,45,1
44,84,1
45,83,1
45,84,1
45,172,1
46,47,1
46,195,1
47,195,1
48,49,1
48,50,1
48,74,1
48,106,1
48,140,1
48,168,1
49,134,1
49,148,1
49,178,1
50,58,1
50,74,1
50,75,1
50,106,1
50,140,1
50,144,1
50,168,1
50,175,1
51,52,1
51,53,1
51,60,1
51,154,1
52,59,1
52,60,1
52,81,1
52,156,1
52,157,1
52,169,1
53,59,1
53,155,1
54,55,1
54,56,1
54,113,1
54,114,1
54,201,1
55,136,1
55,181,1
56,113,1
56,114,1
56,201,1
57,58,1
57,59,1
57,60,1
57,205,1
58,74,1
58,132,1
58,149,1
58,177,1
59,60,1
59,80,1
59,147,1
59,176,1
59,204,1
59,205,1
60,80,1
60,129,1
60,147,1
60,174,1
60,176,1
60,204,1
61,62,1
61,63,1
62,64,1
62,65,1
62,67,1
62,203,1
63,69,1
64,71,1
65,66,1
66,72,1
67,68,1
68,73,1
69,70,1
70,71,1
70,72,1
70,73,1
74,75,1
74,117,1
74,118,1
74,144,1
74,173,1
74,175,1
74,200,1
75,117,1
75,118,1
75,137,1
75,173,1
75,182,1
75,200,1
76,77,1
76,78,1
76,79,1
78,79,1
78,120,1
79,120,1
80,129,1
80,174,1
81,82,1
81,130,1
81,197,1
82,126,1
82,127,1
82,130,1
82,197,1
83,84,1
83,85,1
83,202,1
84,172,1
85,202,1
100,101,1
100,102,1
101,102,1
101,135,1
106,107,1
106,108,1
109,110,1
109,111,1
110,112,1
110,152,1
110,198,1
114,115,1
114,116,1
115,116,1
117,137,1
117,182,1
118,119,1
121,122,1
122,123,1
122,124,1
122,199,1
124,125,1
126,127,1
126,128,1
130,131,1
132,133,1
138,139,1
142,143,1
145,146,1
150,151,1
153,195,1
154,155,1
156,157,1
158,159,1
158,171,1
159,171,1
160,161,1
161,196,1
162,163,1
166,167,1
179,180,1
183,184,1
185,186,1
187,188,1
189,190,1
191,192,1
193,194,1
206,207,1
206,242,1
208,209,1
208,224,1
210,211,1
210,248,1
212,213,1
212,218,1
213,218,1
213,219,1
214,215,1
214,230,1
216,217,1
216,236,1
217,236,1
217,237,1
219,220,1
219,221,1
219,222,1
219,223,1
225,226,1
225,227,1
225,228,1
225,229,1
231,232,1
231,233,1
231,234,1
231,235,1
237,238,1
237,239,1
237,240,1
237,241,1
243,244,1
243,245,1
243,246,1
243,247,1
249,250,1
249,251,1
249,252,1
249,253,1
