1,2,1
1,3,1
1,4,1
1,17,1
1,49,1
1,54,1
1,64,1
1,122,1
1,159,1
2,16,1
2,17,1
2,64,1
2,122,1
2,134,1
2,158,1
2,159,1
3,5,1
3,18,1
3,59,1
3,93,1
3,119,1
3,135,1
3,144,1
3,145,1
4,7,1
4,21,1
4,29,1
4,69,1
4,123,1
4,136,1
4,163,1
4,164,1
5,6,1
5,7,1
5,55,1
5,118,1
5,137,1
5,140,1
6,20,1
6,24,1
8,9,1
8,10,1
8,11,1
8,56,1
8,107,1
9,13,1
9,23,1
9,25,1
9,62,1
9,65,1
9,95,1
9,125,1
9,131,1
10,19,1
10,25,1
10,26,1
10,67,1
11,27,1
11,68,1
11,116,1
11,124,1
12,13,1
12,14,1
12,15,1
12,16,1
12,57,1
12,70,1
12,90,1
12,127,1
13,28,1
13,130,1
14,16,1
14,17,1
14,126,1
14,127,1
15,92,1
16,17,1
16,22,1
16,58,1
16,61,1
16,128,1
16,129,1
17,58,1
17,109,1
17,129,1
18,19,1
18,60,1
18,120,1
18,138,1
18,149,1
18,150,1
19,22,1
19,97,1
20,21,1
20,105,1
21,29,1
21,104,1
22,23,1
22,133,1
23,26,1
23,63,1
23,121,1
23,132,1
23,139,1
23,154,1
24,106,1
27,102,1
27,124,1
28,52,1
28,53,1
29,99,1
30,31,1
30,37,1
30,47,1
30,70,1
30,91,1
30,94,1
30,108,1
30,112,1
31,87,1
31,115,1
32,33,1
32,36,1
32,38,1
32,100,1
33,36,1
33,38,1
33,51,1
33,101,1
34,35,1
34,74,1
34,75,1
34,129,1
35,89,1
36,37,1
36,38,1
36,96,1
36,113,1
36,132,1
36,133,1
37,47,1
37,86,1
37,114,1
38,84,1
38,96,1
38,111,1
38,113,1
38,132,1
39,40,1
39,43,1
40,41,1
40,42,1
40,44,1
40,131,1
41,45,1
42,46,1
43,44,1
43,45,1
43,46,1
47,77,1
47,78,1
47,94,1
47,110,1
47,112,1
47,117,1
47,128,1
48,49,1
48,50,1
51,82,1
51,85,1
51,125,1
52,53,1
52,130,1
66,67,1
66,88,1
70,71,1
72,73,1
73,98,1
73,126,1
75,76,1
77,117,1
79,80,1
80,81,1
80,127,1
82,83,1
103,124,1
135,144,1
136,163,1
138,149,1
140,141,1
140,142,1
140,143,1
145,146,1
145,147,1
145,148,1
150,151,1
150,152,1
150,153,1
154,155,1
154,156,1
154,157,1
159,160,1
159,161,1
159,162,1
164,165,1
164,166,1
164,167,1
